title,ingredients,recipe
된장드레싱 샐러드,"['두부', '녹말가루', '샐러드채소', '치커리 등 3줌)', '간장', '식초']","한입 크기로 썬 두부를 키친타월에 밭쳐 물기를 뺀 뒤 녹말가루를 고루 묻히고,채소드레싱과 된장드레싱을 각각 만들고,식용유를 자작하게 두른 팬에서 두부를 노릇하게 구워 건지고,채소는 한입 크기로 뜯어 채소드레싱에 가볍게 버무리고,그릇에 채소를 담고 두부를 얹은 뒤 된장드레싱을 뿌려 마무리."
두유마요네즈 감자샐러드,"['감자', '사과', '오이', '건포도', '소금', '설탕', '후춧가루', '두유', '포도씨유', '레몬즙', '소금']","감자는 껍질을 벗겨 한입 크기로 썰고, 사과는 씨를 제거해 껍질째 한입 크기로 썰고,오이는 얇게 썬 뒤 소금냄비에 감자와 소금믹서에 두유마요네즈 재료를 넣어 고루 섞고,모든 재료를 두유마요네즈"
튀김샐러드,"['라이스페이퍼', '양상추', '방울토마토', '샐러드채소', '치커리', '래디치오 등 적당량)', '블랙올리브', '올리브유']","180℃의 식용유에 라이스페이퍼를 한 장씩 바삭하게 튀긴 뒤 키친타월에 올려 기름을 빼고,드레싱을 섞고 냉장실에 넣어 차게 식히고, 양상추와 샐러드채소는 물기를 뺀 뒤 먹기 좋게 손으로 뜯고,방울토마토는 반 가르고, 블랙올리브는 물기를 빼고,튀긴 라이스페이퍼가 식으면 손으로 부수고,라이스페이퍼와 채소에 드레싱을 곁들여 마무리."
마카로니 버무리,"['마카로니', '통조림 옥수수', '달걀', '소금', '마요네즈', '플레인 요구르트', '꿀', '후춧가루']","마카로니는 넉넉한 물에 소금통조림 옥수수는 체에 밭쳐 물기를 제거하고,달걀은 찬물에 넣어 끓어오른 순간부터 13분 정도 완숙으로 삶아 건진 뒤 흰자는 곱게 다지고, 노른자는 으깨고,볼에 마요네즈와 플레인 요구르트, 꿀, 후춧가루, 달걀을 넣어 섞고,삶은 마카로니와 통조림 옥수수를 섞어 마무리."
발사믹소스 스테이크샐러드,"['치커리', '어린잎채소', '쇠고기 채끝', '겨자잎', '적근대', '마늘', '도톰하게 썬 바게트', '설탕', '발사믹식초', '로즈마리가루', '소금', '후춧가루', '소금', '후춧가루', '올리브유']","치커리와 겨자잎, 적근대는 한입 크기로 뜯고, 어린잎채소는 찬물에 씻어 체에 밭쳐 물기를 빼고,쇠고기는 키친타월에 올려 핏물을 뺀 뒤 소금, 후춧가루로 간하고,마늘을 반 갈라 바게트에 문지른 뒤 중간 불로 달군 마른 팬에서 1분씩 구워 꺼내고,센 불로 달군 팬에 올리브유소스를 넣어 센 불로 10초가량 끓이고,접시에 치커리와 겨자잎, 적근대와 어린잎채소를 깔고 쇠고기를 얹은 뒤 소스를끼얹고 바게트를 곁들여 마무리."
닭가슴살 요구르트머스터드 샐러드,"['닭가슴살', '단호박', '새송이버섯', '떡국떡', '샐러드채소', '자두', '살구', '청주', '로즈마리가루', '소금', '후춧가루', '플레인 요구르트', '허니머스터드', '식초', '설탕']","닭가슴살은 얇게 저며 펼친 뒤 밑간에 20분 정도 재워두고,단호박과 새송이버섯은 얇게 썰고, 자두와 살구는 씨를 제거해 먹기 좋은 크기로 썰고,센 불로 달군 팬에 식용유구운 닭가슴살은 먹기 좋은 크기로 썰고,요구르트머스터드 드레싱은 섞고,접시에 샐러드채소를 담고 구운 재료들을 올린 뒤 드레싱을 뿌려 마무리."
포크데리야키 쌈샐러드,"['삼겹살', '마늘', '고추', '상추', '깻잎', '바질가루', '로즈마리가루', '청주', '소금', '후춧가루', '설탕', '고춧가루', '간장', '식초', '참기름', '참깨', '설탕']","삼겹살은 먹기 좋은 크기로 썬 뒤 2 밑간에 버무려 20분간 재워두고마늘은 얇게 썰고, 고추는 어슷 썰고, 상추와 깻잎은 먹기 좋은 크기로 썰고,드레싱은 섞어두고,중간 불로 달군 팬에 식용유삼겹살을 넣어 노릇하게 구운 뒤 데리야키 양념장을 넣어 1분 정도 조리고,상추와 깻잎을 드레싱에 살짝 버무려 접시에 담고 삽겹살과 마늘, 고추를 올려 마무리."
훈제오리구이 배추샐러드,"['양파', '알배추', '슬라이스 훈제오리', '부추', '로즈마리가루', '바질가루', '파슬리가루', '후춧가루', '올리브유', '설탕', '레몬즙', '다진 땅콩', '다진 레몬껍질', '꿀', '올리브유', '소금']","양파는 채 썰어 찬물에 담가두고, 알배추는 먹기 좋은 크기로 뜯고, 부추는 5cm 길이로 썰고,훈제오리는 밑간에 버무리고,레몬은 베이킹소다 혹은 굵은 소금으로 씻어 레몬즙레몬드레싱은 섞고,불로 달군 마른 팬에 훈제오리를 넣어 기름이 쫙 빠질 때까지 2분 정도 볶아 꺼낸 뒤 키친타월에 올려 기름을 빼고,알배추 위에 구운 훈제오리를 얹고 양파와 부추를 약간 올린 뒤 드레싱을 조금씩 올려 마무리."
동남아풍 골뱅이샐러드,"['당면', '샐러드채소', '통조림 골뱅이', '오이', '양파', '파프리카', '방울토마토', '설탕']","드레싱은 섞어 냉장실에 넣어두고, 당면은 찬물에 30분 정도 불리고,샐러드채소는 씻어 한입 크기로 뜯은 뒤 물기를 빼고,골뱅이는 물에 가볍게 헹구고 체에 밭쳐 물기를 뺀 뒤 먹기 좋게 반 가르고,오이와 양파, 파프리카는 채 썰고, 방울토마토는 반 가르고,불린 당면을 끓는 물에 부드러워질 때까지 삶고 찬물에 헹궈 먹기 좋게 자르고, 모든 재료를 드레싱과 버무려 마무리."
버섯튀김샐러드,"['애느타리버섯', '소금', '녹말가루', '샐러드채소', '비트채나 새싹', '설탕']","오리엔탈 드레싱은 고루 섞어 냉장실에서 차게 두고,애느타리버섯은 끓는 물녹말가루170℃로 예열한 식용유샐러드채소는 한입 크기로 뜯어 접시에 담고 버섯 튀김과 비트채를 얹은 뒤 드레싱을 곁들여 마무리."
병아리콩 파프리카샐러드,"['병아리콩', '두 가지 색 파프리카', '오이', '페타치즈', '다진 양파', '간장', '레몬즙', '올리브유', '올리고당', '소금']","병아리콩은 깨끗이 헹구고 물에 담가 반나절 정도 불린 뒤 17~20분 정도 삶아 건져 식히고,파프리카는 꼭지와 속씨를 제거한 뒤 오이와 함께 한입 크기로 썰고,페타치즈는 손으로 작게 뜯고,큰 볼에 드레싱 재료를 넣어 섞고,드레싱에 파프리카와 오이, 삶은 병아리콩을 넣어 버무리고,그릇에 담은 뒤 치즈를 뿌려 마무리."
레몬드레싱 수박샐러드,"['샐러드채소', '수박', '레몬', '꿀', '올리브유', '소금']","레몬은 베이킹소다나 식초를 탄 미지근한 물에 담가 10분 이상 두었다가 비벼 씻은 뒤 헹궈 물기를 제거하고,샐러드 채소는 얼음물에 담갔다가 건져 아삭하게 준비하고,수박은 한입 크기로 썰어 냉장실에서 차갑게 두고,레몬은 노란 겉껍질을 얇게 벗겨 다지고, 과육은 반으로 갈라 즙을 짜고,레몬즙수박과 샐러드채소를 넣고 가볍게 버무려 마무리."
자몽요구르트샐러드,"['자몽', '오렌지', '방울토마토', '어린잎채소', '플레인요구르트', '꿀']","자몽과 오렌지는 겉껍질을 제거한 뒤 먹기 좋게 썰고,방울토마토는 꼭지를 떼고 반대쪽에 칼집을 넣고,끓는 물에 방울토마토를 넣어 껍질이 살짝 일어나기 시작하면 건져 찬물에 담그고,방울토마토 껍질을 벗긴 뒤 물기를 제거하고,큰 볼에 드레싱 재료를 넣어 섞고,드레싱에 자몽과 오렌지, 방울토마토를 넣고 섞어 그릇에 담은 뒤 어린잎채소를 올려 마무리."
태국식 참외샐러드,"['참외', '오이', '양파', '방울토마토', '다진 땅콩', '마른 보리새', '레몬즙', '흑설탕', '까나리액젓', '포도씨유', '마늘']","깨끗이 씻은 참외는 길게 반 갈라 숟가락으로 속씨를 제거한 뒤 반달모양으로 얇게 썰고,오이도 길게 반 갈라 속씨를 제거한 뒤 얇게 썰고, 양파는 결 반대방향으로 얇게 채 썰고,방울토마토는 먹기 좋게 2~4등분하고,다진 땅콩과 마른 보리새우는 마른 팬에 바삭하게 볶아 꺼내고,큰 볼에 레몬즙모든 재료를 넣고 버무려 마무리."
부추샐러드,"['영양부추', '양파', '팽이버섯', '소금']","넓은 볼에 드레싱을 만들어 냉장실에 차게 두고,영양부추는 5cm 길이로 썰고, 양파는 채 썰고,팽이버섯은 밑동을 제거해 반으로 썰고,드레싱에 모든 재료를 넣고 가볍게 버무려 마무리."
차돌박이 감자찌개,"['감자', '양파', '대파', '풋고추', '차돌박이', '청양고추', '붉은 고추', '국물용 멸치', '다시마', '고춧가루', '참기름']","냄비에 육수 재료와 물감자는 껍질을 벗겨 한입 크기로 납작하게 썰고, 양파는 굵게 채 썰고, 대파와 고추는 어슷 썰고,양념장을 만들고,냄비에 참기름감자가 반투명해지면 양파를 넣어 30초 정도 볶다가 양념장을 넣어 30초간 더 볶고,육수"
코울슬로버거,"['양배추', '당근', '치아바타', '칵테일새우', '설탕', '소금', '후춧가루', '식초', '마요네즈', '올리브유', '다진 마늘', '소금', '후춧가루']","양배추와 당근은 얇게 채 썰고,코울슬로 드레싱을 만들고,채 썬 양배추와 당근은 코울슬로 드레싱에 버무리고,달군 팬에 올리브유반으로 가른 치아바타에 코울슬로 샐러드와 볶은 새우를 함께 넣어 마무리."
해초천사채샐러드,"['건조 해초', '천사채', '양파', '설탕']","양념장을 만들고,건조 해초는 찬물에 담가 15분간 불린 뒤 체에 밭쳐 물기를 제거하고,양파는 얇게 채 썰어 찬물에 담가 매운맛을 뺀 뒤 물기를 제거하고,천사채는 흐르는 물에 헹궈 물기를 제거한 뒤 먹기 좋게 2~3등분하고,볼에 불린 해초와 천사채, 채 썬 양파를 담은 뒤 양념장을 붓고 고루 섞어 마무리."
단호박 버터구이,"['단호박', '버터', '설탕', '계핏가루', '슬라이스 아몬드', '']","단호박을 깨끗이 씻어 씨를 파내고 전자레인지에 2~3분간 익히고,익힌 단호박을 도톰하게 C자로 썰고,버터는 전자레인지에 30초 돌려 녹인 후 단호박에 고루 버무리고,팬에 호박을 올려 중간 불로 노릇하게 구워 꺼내고 설탕, 계핏가루, 아몬드를 뿌려 마무리."
블루베리묵냉채,"['블루베리묵', '양파', '백오이', '주황 파프리카', '적채', '표고버섯', '설탕']","냉채소스는 고루 섞고,블루베리묵은 굵게 채 썰고, 양파는 얇게 채 썬 뒤 찬물에 담가 매운맛을 제거하고, 적채도 얇게 채 썰고,백오이는 적당한 길이로 납작하게 썰고, 파프리카는 속씨를 제거해 채 썰고,표고버섯은 밑동을 제거하고 얇게 썬 뒤 달군 팬에 식용유모든 재료를 고루 섞어 그릇에 소복하게 담은 뒤 냉채소스를 뿌려 마무리."
게맛살 과일샐러드,"['게맛살', '오이', '사과', '다진 땅콩', '마요네즈', '']","게맛살과 오이, 사과는 한입 크기로 썰고,다진 땅콩과 마요네즈를 넣고 버무려 마무리."
판자넬라,"['토마토', '백오이', '바게트', '블랙올리브', '양파', '발사믹식초']","토마토와 백오이는 한입 크기로 썰고, 블랙올리브는 2등분하고,양파는 얇게 채 썰어 찬물에 담가 매운맛을 뺀 뒤 체에 밭쳐 물기를 제거하고,바게트는 한입 크기로 썰어 중약 불로 달군 팬에 노릇하게 굽고,드레싱을 만들고,그릇에 토마토, 백오이, 블랙올리브, 양파, 바게트를 고루 섞어 담고 드레싱을 뿌려 마무리."
구운감자 소시지샐러드,"['감자', '비엔나소시지', '마늘', '덩어리 연질치즈', '파슬리', '소금', '버터', '마요네즈']","감자는 한입 크기로 썰어 냄비에 넣고 잠길 정도로 물을 부은 뒤 소금파슬리는 잎만 떼어 곱게 다지고, 비엔나소시지는 잔 칼집을 넣고, 마늘은 꼭지를 제거한 뒤 반 가르고, 치즈는 한입 크기로 자르고중간 불로 달군 팬에 버터같은 팬에 식용유그릇에 감자와 볶은 마늘,비엔나소시지, 치즈를 고루 섞어 담고 드레싱과 다진 파슬리를 뿌려 마무리."
연두부 백김치샐러드,"['연두부', '백김치', '양파', '부추', '붉은 고추', '설탕']","연두부는 키친타월에 밭쳐 물기를 빼고,백김치는 물기를 제거한 뒤 곱게 채 썰고, 붉은 고추는 송송 썰고,양파는 곱게 채 썰어 찬물에 담갔다 건져 물기를 제거하고, 부추는 4cm 길이로 썰고,소스를 만들고,연두부를 숟가락으로 한입 크기만큼 떠서 그릇에 담고 채 썬 양파, 백김치, 부추, 붉은 고추를 얹고 소스를 뿌려 마무리."
오렌지 사과샐러드,"['오렌지', '사과', '셀러리', '붉은 파프리카', '호두', '오렌지주스', '올리브유', '소금', '후춧가루', '꿀']","오렌지는 껍질을 벗긴 뒤 과육만 발라내고,셀러리는 칼로 겉을 벗겨가며 섬유질을 제거한 뒤 5cm 길이로 얇게 썰고,붉은 파프리카는 씨를 제거한 뒤 채 썰고, 사과는 깨끗이 씻어 껍질째 곱게 채 썰고,오렌지주스그릇에 오렌지, 셀러리, 파프리카, 사과를 섞어 담고 드레싱과 호두를 뿌려 마무리."
스테이크 양파샐러드,"['쇠고기 스테이크용', '양파', '어린잎채소', '소금', '후춧가루', '허브가루', '키위', '파인애플 링', '식초', '포도씨유']","양파는 곱게 채 썰어 찬물에 10분 정도 담가두었다가 손으로 살살 주물러 씻어 매운맛을 빼고,믹서에 드레싱 재료를 넣어 갈고,드레싱에 채 썬 양파를 넣어 냉장실에서 재우고,쇠고기는 밑간하고센불로 뜨겁게 달군 팬에 스테이크를 올리고 앞뒤로 3분씩 구운 뒤 중약 불로 줄여 속까지 조금 더 익혀 먹기 좋게 썰고,그릇에 양파절임을 담고 스테이크와 어린잎채소를 얹어 마무리."
리코타치즈 버섯샐러드,"['표고버섯', '시금치', '리코타치즈', '방울토마토', '빵', '다진 마늘', '소금', '후춧가루', '블루베리', '플레인 요구르트', '꿀']","표고버섯은 밑동을 제거한 뒤 얇게 썰고, 시금치는 다듬어 뿌리를 제거한 뒤 깨끗이 씻어 물기를 빼고,드레싱 재료는 믹서에 갈고,팬에 식용유같은 팬에 식용유그릇에 버섯과 토마토, 시금치를 섞어 담은 뒤 리코타치즈와 빵을 곁들이고 드레싱을 뿌려 마무리."
파스타샐러드,"['쇼트파스타', '양송이버섯', '어린잎채소', '삶은 메추리알', '방울토마토', '블랙올리브', '파르메산 치즈가루', '소금', '소금', '올리브유', '후춧가루']","물을 넉넉히 끓여 소금양송이버섯, 삶은 메추리알, 방울토마토, 블랙올리브는 먹기 좋게 썰고,팬에 올리브유파르메산 치즈가루파스타, 버섯, 메추리알, 방울토마토, 블랙올리브를 넣어 버무리고,어린잎채소를 넣어 가볍게 섞어 마무리."
삼겹살스테이크샐러드,"['통삼겹살', '양파', '부추', '깻잎', '붉은 파프리카', '적양파', '대파 파란 부분', '통마늘', '얇게 썬 생강', '통후추', '된장', '설탕']","냄비에 삼겹살이 푹 잠길 정도로 넉넉히 물을 붓고 끓어오르면 통삼겹살과 고기 삶는 재료를 넣어 중간 불로 줄여 30분 정도 삶아 건지고,삼겹살을 키친타월에 올려 물기를 최대한 제거한 뒤 먹기 좋게 썰고,식용유삼겹살을 구울 동안 파프리카와 적양파는 곱게 채 썰고, 부추와 깻잎은 먹기 좋게 썰고,드레싱을 만들어 채소와 버무리고,구운 삼겹살을 그릇에 담고 드레싱에 버무린 채소를 올려 마무리."
참치달걀샐러드,"['달걀', '통조림 참치', '구운 통밀식빵', '바나나', '블랙올리브', '통조림 옥수수', '소금', '식초', '마요네즈']","냄비에 달걀삶은 달걀은 껍질을 벗긴 뒤 반으로 갈라 살짝 식으면 포크로 으깨고,으깬 달걀에 기름기를 뺀 참치, 대충 으깬 바나나, 작게 썬 블랙올리브, 통조림 옥수수, 드레싱을 넣어 버무리고,구운 통밀식빵을 먹기 좋은 크기로 썰고 참치달걀샐러드를 곁들여 마무리."
구운두부 봄동샐러드,"['두부', '봄동', '사과', '들기름', '소금', '후춧가루', '설탕']","두부는 깍둑 썰어 키친타월에 올린 뒤 밑간하고,중간 불로 달군 팬에 들기름봄동은 한입 크기로 썰고, 사과는 깨끗이 씻어 껍질째 깍둑 썰고,넓은 볼에 양념장을 만들고,봄동과 사과를 넣어 버무린 뒤 구운 두부를 넣고 가볍게 섞어 마무리."
사과요구르트드레싱 오징어샐러드,"['고구마', '오징어 몸통', '사과', '플레인 요구르트', '방울토마토', '샐러드채소', '구운 아몬드']","고구마는 삶아 껍질을 벗겨 한입 크기로 썰고,오징어는 껍질을 제거한 뒤 끓는 물에 넣어 색이 하얗게 변할 때까지 데쳐 건지고,방울토마토와 데친 오징어는 먹기 좋게 썰고,믹서에 사과와 플레인 요구르트를 넣고 갈아 드레싱을 만들고,그릇에 샐러드채소를 담은 뒤 고구마, 오징어, 방울토마토를 섞어 올리고 드레싱과 아몬드를 뿌려 마무리."
목살스테이크 샐러드,"['돼지고기 목살 스테이크용', '샐러드채소', '방울토마토', '통조림 옥수수', '달걀', '슬라이스 파인애플', '청주', '다진 생강', '후춧가루', '간장', '설탕']","목살은 망치로 두드려 부드럽게 한 뒤 앞뒤로 칼집을 내고,밑간에 20분 정도 재운 뒤 충분히 달군 팬에 식용유팬에 양념장을 넣고 바글바글 끓인 뒤 목살을 넣어 살짝 조리고,채소는 씻어 물기를 뺀 뒤 한입 크기로 뜯고, 방울토마토는 반 가르고,옥수수는 체에 밭쳐 물기를 빼고, 달걀은 반숙으로 프라이하고,큰 그릇에 스테이크와 채소, 방울토마토, 옥수수, 파인애플을 보기 좋게 담고 달걀프라이를 얹은 뒤 채소에 드레싱을 뿌려 마무리."
떠먹는 토마토샐러드,"['방울토마토', '파인애플', '어린잎채소', '식초']","드레싱은 거품기로 섞고,방울토마토는 아래에 열십자파인애플은 작게 썰고,볼에 모든 재료를 담고 살살 버무려 마무리."
구운쇠고기샐러드,"['새송이버섯', '주키니호박', '양파', '쇠고기', '가지', '소금', '후춧가루', '간장']","새송이버섯과 주키니호박, 가지는 납작하게 썰고, 양파는 동그랗게 썰고,쇠고기는 키친타월에 올려 핏물을 제거한 뒤 밑간하고, 양파간장드레싱은 섞고,달군 팬을 식용유팬에 식용유먹기 좋은 크기로 썰어 채소와 함께 그릇에 담고 드레싱을 곁들여 마무리."
두부카레샐러드,"['', '붉은 파프리카', '미니 새송이버섯', '카레가루']","두부는 한입 크기로 썰고 키친타월에 올려 물기를 제거하고,양상추와 파프리카, 새송이버섯도 한입 크기로 썰고,단호박은 껍질째 씻어 한입 크기로 썰어 물중간 불로 달군 팬에 물물모든 재료를 카레가루"
멕시칸 샐러드,"['양배추', '당근', '양파', '닭가슴살', '셀러리', '블랙올리브', '나초칩', '삶은 달걀', '파슬리가루', '플레인 요구르트', '레몬즙', '꿀', '소금', '후춧가루']","양배추, 당근, 양파, 셀러리는 송송 썰고, 블랙올리브는 얇게 채 썰고,닭가슴살은 냄비에 넣고 반쯤 잠길 정도로 물을 부어 중약 불로 삶아 가늘게 찢고,삶은 달걀은 껍질을 벗겨 흰자는 작게 썰고,노른자는 체에 내리고,샐러드드레싱을 만들어 채 썬 채소와 달걀흰자,닭가슴살을 넣어 버무리고,나초칩을 굵게 부숴 올리고 노른자, 파슬리가루를 뿌려 마무리."
구운버섯샐러드,"['주키니호박', '두 가지 색 파프리카', '새송이버섯', '가지', '허브가루', '얇게 썬 생강', '소금', '후춧가루', '올리브유']","데리야키소스를 팬에 부어 끈적해질 때까지 중약 불로 조리고,주키니호박과 파프리카, 가지, 새송이버섯은 먹기 좋은 크기로 썰고,채소에 양념, 허브가루센 불로 달군 팬에 채소와 버섯을 넣어 재빨리 볶고,그릇에 볶은 채소를 담고 데리야키소스를 뿌려 마무리."
요구르트드레싱의 바나나샐러드,"['아몬드', '토마토', '바나나', '플레인 요구르트']","마른 팬에 아몬드를 볶아 굵게 다지고,토마토와 바나나는 한입 크기로 썰고,토마토와 바나나를 요구르트드레싱에 버무리고 아몬드를 뿌려 마무리."
삼겹살 장아찌김밥,"['밥', '삼겹살', '김밥용 김', '명이나물장아찌', '마늘종장아찌', '마늘', '대파', '청양고추', '참기름', '후춧가루', '쌈장 또는 고추장']","마늘은 납작 썰고, 대파는 채 썰고, 청양고추는 송송 썰고,밥은 참기름중간 불로 달군 팬에 삼겹살을 올려 후춧가루를 뿌린 뒤 앞뒤로 3분간 구워 키친타월에 밭쳐 기름을 제거하고,구운 삼겹살은 1cm 폭으로 썰고,김 위에 밥을 고르게 편 뒤 명이나물장아찌를 얹어 쌈장마늘종장아찌, 삼겹살, 손질한 채소를 얹고 돌돌 말아 마무리."
채소김밥,"['애호박', '양파', '당근', '김', '밥', '볶음용 멸치', '다진 마늘', '간장', '후춧가루', '참기름']","애호박, 양파, 당근은 잘게 다지고, 김은 4등분하고,중간 불로 달군 팬에 식용유다진 채소를 넣어 채소가 투명하게 익을 때까지 볶은 뒤 간장밥에 볶은 재료와 참기름김에 양념한 밥을 올린 뒤 김의 2/3부분까지 밥을 펼치고,돌돌 말아 3cm 길이로 썰어 마무리."
묵은지말이 참치김밥,"['통조림 참치', '묵은지', '밥', '소금', '참기름', '참깨', '마요네즈']","통조림 참치는 국물을 제거하고,묵은지는 물에 헹군 뒤 체에 밭쳐 물기를 제거하고,밥에 참치와 소금묵은지묵은지를 돌돌 말아 1cm 두께로 썰고,그릇에 담고 마요네즈"
햄버거 김밥,"['프랑크소시지', '슬라이스 체더치즈', '파프리카', '김밥용 김', '밥', '참기름', '청상추', '']","프랑크소시지는 길게 반 자르고, 슬라이스 체더치즈와 파프리카는 프랑크소시지의 너비에 맞게 길게 썰고,김밥용 김은 프랑크소시지 길이에 맞춰 가장자리를 자르고,밥은 참기름김밥용 김김밥용 김김밥 위에 참기름"
지단 김밥,"['당근', '오이', '햄', '달걀', '단무지', '우엉조림', '김', '소금', '참기름', '참깨']","당근과 오이는 얇게 채 썰고, 햄은 낱낱이 가르고,달걀은 소금중약 불로 달군 팬에 식용유를 조금씩 둘러가며 달걀물을 6번에 나눠 얇게 부친 뒤 얇게 채 썰고,중간 불로 달군 팬에 식용유김발에 김을 올리고 달걀채김밥을 말아 참기름"
돈가스 김밥 샌드위치,"['당근', '피망', '통단무지', '돈가스', '밥', '김', '깻잎', '소금', '참기름', '돈가스소스']","당근과 피망, 통단무지는 얇게 채 썰고,중간 불로 달군 팬에 식용유180℃로 달군 식용유밥에 소금마름모 모양으로 김을 두고 김 중앙에 밥네 모서리의 김을 접어 감싸고 2등분해 마무리."
만두김밥,"['단무지', '만두', '밥', '김', '고춧가루', '참기름', '간장', '소금']","단무지는 굵게 다지고,볼에 단무지와 고춧가루만두는 피를 벗긴 뒤 소만 따로 모아 간장밥은 소금김발에 김을 올리고 밥을 고르게 편 뒤 만두소, 단무지 순으로 올리고,김밥을 말고 1cm 두께로 썰어 마무리."
묵은지 참치김밥,"['당근', '시금치', '참치', '묵은지', '달걀', '밥', '김', '우엉조림', '단무지', '마요네즈', '소금', '참기름', '참깨']","당근은 얇게 채 썰고, 시금치는 밑동을 제거하고, 참치는 물기를 제거한 뒤 마요네즈묵은지는 흐르는 물에 씻은 뒤 손으로 꼭 짜 물기를 제거하고.달걀은 소금중약 불로 달군 팬에 식용유중간 불로 달군 팬에 식용유끓는 소금물데친 시금치는 소금밥은 소금김발에 김을 올리고 밥을 고르게 편 뒤 준비한 속재료를 올리고,김밥을 말고 참깨를 뿌린 뒤 1cm 두께로 썰어 마무리."
기본김밥,"['당근', '시금치', '햄', '맛살', '달걀물', '밥', '김', '단무지', '우엉조림', '소금', '참기름', '참깨']","당근은 얇게 채 썰고, 시금치는 밑동을 제거하고, 햄은 길게 가르고, 맛살은 길게 2등분하고,중약 불로 달군 팬에 식용유중간 불로 달군 팬에 식용유끓는 소금물밥은 소금김발 위에 김을 깔고 밥밥 중앙에 준비한 속재료를 차례로 얹고,밥과 밥 끝이 만나도록 덮어 꼭꼭 누르고,김발 위쪽을 당겨가며 탄탄하게 말고,김밥에 참기름"
대왕연어김밥,"['밥', '달걀', '생연어', '오이', '단무지', '김', '1/2장)', '맛살', '소금', '소금', '맛술']","뜨거운 밥에 배합초를 넣어 쫀득해질 때까지 고루 섞고, 볼에 달걀을 풀어 양념을 섞고,약한 불로 달군 팬에 식용유남은 달걀물은 두 번에 나눠 부어가며 돌돌 말아 속까지 고루 익히고,달걀말이와 연어는 두껍게 썰고, 오이와 단무지는 채 썰고,김발 위에 김2cm 두께로 잘라 마무리."
충무김밥과 오징어무침,"['마른 오징어', '김밥용김', '따뜻한 밥', '청양고추', '대파', '무', '고춧가루', '고춧가루', '참기름', '참깨', '무', '고춧가루', '홍고추', '양파', '요구르트', '매실청', '멸치액젓', '다진 마늘', '다진 생강']","마른 오징어는 따뜻한 물에 1시간 동안 불리고,김은 6등분한 뒤 밥을 2/3 정도 펼쳐 돌돌 말고,오징어는 굵게 채 썰고,청양고추와 대파는 반 갈라 송송 썰고,팬에 양념장, 대파, 청양고추를 넣고 중간 불에 올려 가장자리가 끓어오르면 불을 꺼 한 김 식히고,오징어와 양념을 넣고 버무린 뒤 김밥에 곁들여 마무리.무는 껍질째 1.5cm 두께로 먹기 좋게 썰어 절임물에 2시간 절인 뒤 체에 밭쳐 물기를 빼고,홍고추와 양파는 3~4등분해 나머지 섞박지 양념장과 함께 곱게 갈고,무에 고춧가루양념장을 넣어 고루 버무린 뒤 밀폐용기에 담아 실온에서 하루 숙성해 마무리."
쌈장닭구이,"['닭다릿살', '오이고추', '파채', '소금', '후춧가루', '청주', '고춧가루', '다진 마늘', '맛술', '땅콩버터', '쌈장']","닭고기는 깨끗이 씻어 흰 기름기를 떼어낸 뒤 밑간하고,양념장에 닭고기를 버무린 뒤 30분간 재우고,오이고추는 반 갈라 씨를 턴 뒤 5cm 길이로 두껍게 썰고,파채는 찬물에 담갔다 물기를 빼고,그릴팬에 식용유고기가 거의 다 익으면 오이고추와 파채를 올려 따뜻하게 구워 마무리."
포두부 롤밥,"['뜨거운 밥', '김밥용 단무지', '게맛살', '김밥용 햄', '당근', '포두부', '달걀', '소금', '참기름', '참깨', '소금']","뜨거운 밥은 밑간해 버무린 뒤 한 김 식히고,단무지는 키친타월에 올려 물기를 제거하고, 게맛살은 2등분하고, 햄은 한 줄씩 떼어내고, 당근은 얇게 채 썰고,중약 불로 달군 팬에 식용유볼에 달걀과 소금약한 불로 달군 팬에 식용유포두부 위에 밥을 깔고 손질한 재료를 올린 뒤 돌돌 말아 한입 크기로 썰어 마무리."
달팽이김밥,"['김밥용 김', '슬라이스 체더치즈', '슬라이스 햄', '밥', '소금', '참기름', '검은깨']","김밥용 김다른 김밥용 김밥은 밑간해 김밥용 김햄말이의 윗부분에 밥을 경사지게 올리고,김밥을 돌돌 만 뒤 한입 크기로 썰고,그릇에 담은 뒤 슬라이스 체더치즈"
물고기 유부초밥,"['맛살', '슬라이스 체더치즈', '오이', '밥', '시판 유부초밥', '슬라이스 체더치즈', '검은깨', '참기름']","맛살은 얇게 썰고, 슬라이스 체더치즈밥에 동봉된 단촛물유부초밥에 양념한 밥을 넣고,밥 위에 손질한 맛살, 슬라이스 체더치즈, 오이를 각각 차곡차곡 얹고,남은 슬라이스 체더치즈와 검은깨로 물고기 눈을 만들고그릇에 담아 마무리."
